enterprise_nbr, naics_id_primary, naics_name_primary, naics_id_list, naics_name_list
10434,327211,Flat Glass Manufacturing,|327211|327215|,|Flat Glass Manufacturing|Glass Product Manufacturing Made of Purchased Glass|
201591,333111,Farm Machinery and Equipment Manufacturing,|333298|333922|333111|332212|332323|333319|333220|332410|333295|,|All Other Industrial Machinery Manufacturing|Conveyor and Conveying Equipment Manufacturing|Farm Machinery and Equipment Manufacturing|Hand and Edge Tool Manufacturing|Ornamental and Architectural Metal Work Manufacturing|Other Commercial and Service Industry Machinery Manufacturing|Plastics and Rubber Industry Machinery Manufacturing|Power Boiler and Heat Exchanger Manufacturing|Semiconductor Machinery Manufacturing|
556028,448310,Jewelry Stores,|448310|,|Jewelry Stores|
132815,334413,Semiconductor and Related Device Manufacturing,|334413|,|Semiconductor and Related Device Manufacturing|
150530,523910,Miscellaneous Intermediation,|523930|523110|523999|523910|523920|523120|,|Investment Advice|Investment Banking and Securities Dealing|Miscellaneous Financial Investment Activities|Miscellaneous Intermediation|Portfolio Management|Securities Brokerage|
294083,511110,Newspaper Publishers,|511110|511120|,|Newspaper Publishers|Periodical Publishers|
232499,452112,Discount Department Stores,|445120|452111|452112|447110|445110|452910|,|Convenience Stores|Department Stores (except Discount Department Stores)|Discount Department Stores|Gasoline Stations with Convenience Stores|Supermarkets and Other Grocery (except Convenience) Stores|Warehouse Clubs and Superstores|
428790,451120,"Hobby, Toy, and Game Stores",|451120|,"|Hobby, Toy, and Game Stores|"
259842,451211,Book Stores,|451211|,|Book Stores|
260193,711211,Sports Teams and Clubs,|711211|,|Sports Teams and Clubs|
212343,811111,General Automotive Repair,|811112|811111|,|Automotive Exhaust System Repair|General Automotive Repair|
256514,511120,Periodical Publishers,|511120|,|Periodical Publishers|
107195,327112,"Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing",|327999|327420|327993|327112|,"|All Other Miscellaneous Nonmetallic Mineral Product Manufacturing|Gypsum Product Manufacturing|Mineral Wool Manufacturing|Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing|"
208505,334518,"Watch, Clock, and Part Manufacturing",|448310|334518|,"|Jewelry Stores|Watch, Clock, and Part Manufacturing|"
33471,722110,Full-Service Restaurants,|713990|722410|722110|611620|,|All Other Amusement and Recreation Industries|Drinking Places (Alcoholic Beverages)|Full-Service Restaurants|Sports and Recreation Instruction|
284080,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,|334220|,|Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing|
91631,332212,Hand and Edge Tool Manufacturing,|332212|,|Hand and Edge Tool Manufacturing|
197854,921110,Executive Offices,|713990|921110|611620|,|All Other Amusement and Recreation Industries|Executive Offices|Sports and Recreation Instruction|
283414,443120,Computer and Software Stores,|443120|454113|,|Computer and Software Stores|Mail-Order Houses|
237991,541330,Engineering Services,|611710|541330|541618|,|Educational Support Services|Engineering Services|Other Management Consulting Services|
290082,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,|325199|325998|325510|,|All Other Basic Organic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|Paint and Coating Manufacturing|
142500,721214,Recreational and Vacation Camps (except Campgrounds),|721214|,|Recreational and Vacation Camps (except Campgrounds)|
289301,442299,All Other Home Furnishings Stores,|442299|423220|,|All Other Home Furnishings Stores|Home Furnishing Merchant Wholesalers|
203436,334518,"Watch, Clock, and Part Manufacturing",|334517|339111|334519|334514|334518|,"|Irradiation Apparatus Manufacturing|Laboratory Apparatus and Furniture Manufacturing|Other Measuring and Controlling Device Manufacturing|Totalizing Fluid Meter and Counting Device Manufacturing|Watch, Clock, and Part Manufacturing|"
363489,315233,Women's and Girls' Cut and Sew Dress Manufacturing,|448130|448150|448140|448110|315223|315222|448190|448120|315233|,"|Children's and Infants' Clothing Stores|Clothing Accessories Stores|Family Clothing Stores|Men's Clothing Stores|Men's and Boys' Cut and Sew Shirt (except Work Shirt) Manufacturing|Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing|Other Clothing Stores|Women's Clothing Stores|Women's and Girls' Cut and Sew Dress Manufacturing|"
28522,333132,Oil and Gas Field Machinery and Equipment Manufacturing,|333411|333912|333412|333132|333911|,|Air Purification Equipment Manufacturing|Air and Gas Compressor Manufacturing|Industrial and Commercial Fan and Blower Manufacturing|Oil and Gas Field Machinery and Equipment Manufacturing|Pump and Pumping Equipment Manufacturing|
68237,322211,Corrugated and Solid Fiber Box Manufacturing,|322211|322231|322224|,|Corrugated and Solid Fiber Box Manufacturing|Die-Cut Paper and Paperboard Office Supplies Manufacturing|Uncoated Paper and Multiwall Bag Manufacturing|
293541,722110,Full-Service Restaurants,|722110|,|Full-Service Restaurants|
456256,315233,Women's and Girls' Cut and Sew Dress Manufacturing,|316214|315233|,|Women's Footwear (except Athletic) Manufacturing|Women's and Girls' Cut and Sew Dress Manufacturing|
118431,311421,Fruit and Vegetable Canning,|311514|311511|311421|,"|Dry, Condensed, and Evaporated Dairy Product Manufacturing|Fluid Milk Manufacturing|Fruit and Vegetable Canning|"
210247,212319,Other Crushed and Broken Stone Mining and Quarrying,|212399|212319|325211|,|All Other Nonmetallic Mineral Mining|Other Crushed and Broken Stone Mining and Quarrying|Plastics Material and Resin Manufacturing|
269157,425120,Wholesale Trade Agents and Brokers,|334516|425110|423830|334513|333911|335314|425120|,"|Analytical Laboratory Instrument Manufacturing|Business to Business Electronic Markets|Industrial Machinery and Equipment Merchant Wholesalers|Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables|Pump and Pumping Equipment Manufacturing|Relay and Industrial Control Manufacturing|Wholesale Trade Agents and Brokers|"
272849,442110,Furniture Stores,|442110|,|Furniture Stores|
272862,621493,Freestanding Ambulatory Surgical and Emergency Centers,|621493|,|Freestanding Ambulatory Surgical and Emergency Centers|
210714,111422,Floriculture Production,|111422|111421|115112|,"|Floriculture Production|Nursery and Tree Production|Soil Preparation, Planting, and Cultivating|"
459766,515120,Television Broadcasting,|515120|,|Television Broadcasting|
270013,622110,General Medical and Surgical Hospitals,|541611|622110|541612|541613|541614|622310|,"|Administrative Management and General Management Consulting Service|General Medical and Surgical Hospitals|Human Resources and Executive Search Consulting Services|Marketing Consulting Services|Process, Physical Distribution, and Logistics Consulting Services|Specialty (except Psychiatric and Substance Abuse) Hospitals|"
271344,332991,Ball and Roller Bearing Manufacturing,|332991|,|Ball and Roller Bearing Manufacturing|
194860,444220,Nursery and Garden Centers,|444220|444210|,|Nursery and Garden Centers|Outdoor Power Equipment Stores|
214784,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,|325199|325998|333999|314999|922160|332912|333414|325510|326220|,|All Other Basic Organic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|All Other Miscellaneous General Purpose Machinery Manufacturing|All Other Miscellaneous Textile Product Mills|Fire Protection|Fluid Power Valve and Hose Fitting Manufacturing|Heating Equipment (except Warm Air Furnaces) Manufacturing|Paint and Coating Manufacturing|Rubber and Plastics Hoses and Belting Manufacturing|
475514,454113,Mail-Order Houses,|454113|,|Mail-Order Houses|
50807,515120,Television Broadcasting,|515120|,|Television Broadcasting|
328193,333922,Conveyor and Conveying Equipment Manufacturing,|333922|,|Conveyor and Conveying Equipment Manufacturing|
229578,722110,Full-Service Restaurants,|722110|,|Full-Service Restaurants|
230553,444110,Home Centers,|444110|,|Home Centers|
283962,452910,Warehouse Clubs and Superstores,|452910|,|Warehouse Clubs and Superstores|
183247,522298,All Other Nondepository Credit Intermediation,|522298|522110|522293|,|All Other Nondepository Credit Intermediation|Commercial Banking|International Trade Financing|
284785,611310,"Colleges, Universities, and Professional Schools",|611699|611310|611710|,"|All Other Miscellaneous Schools and Instruction|Colleges, Universities, and Professional Schools|Educational Support Services|"
465356,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,|541870|561499|325998|561990|518210|561439|,"|Advertising Material Distribution Services|All Other Business Support Services|All Other Miscellaneous Chemical Product and Preparation Manufacturing|All Other Support Services|Data Processing, Hosting, and Related Services|Other Business Service Centers (including Copy Shops)|"
268739,334611,Software Reproducing,|511210|334611|,|Software Publishers|Software Reproducing|
299764,448210,Shoe Stores,|448210|,|Shoe Stores|
328541,812990,All Other Personal Services,|812990|518210|511210|334611|,"|All Other Personal Services|Data Processing, Hosting, and Related Services|Software Publishers|Software Reproducing|"
72916,334611,Software Reproducing,|443120|511210|334611|,|Computer and Software Stores|Software Publishers|Software Reproducing|
55291,523991,"Trust, Fiduciary, and Custody Activities",|523130|522320|522390|523991|,"|Commodity Contracts Dealing|Financial Transactions Processing, Reserve, and Clearinghouse Activities|Other Activities Related to Credit Intermediation|Trust, Fiduciary, and Custody Activities|"
315219,339111,Laboratory Apparatus and Furniture Manufacturing,|339999|334510|339111|322291|339113|,|All Other Miscellaneous Manufacturing|Electromedical and Electrotherapeutic Apparatus Manufacturing|Laboratory Apparatus and Furniture Manufacturing|Sanitary Paper Product Manufacturing|Surgical Appliance and Supplies Manufacturing|
329206,334611,Software Reproducing,|443120|511210|334611|,|Computer and Software Stores|Software Publishers|Software Reproducing|
330152,551111,Offices of Bank Holding Companies,|522110|551111|,|Commercial Banking|Offices of Bank Holding Companies|
112082,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,|423110|,|Automobile and Other Motor Vehicle Merchant Wholesalers|
172225,333993,Packaging Machinery Manufacturing,|333993|,|Packaging Machinery Manufacturing|
277623,812930,Parking Lots and Garages,|812930|,|Parking Lots and Garages|
324587,541511,Custom Computer Programming Services,|541512|443120|541511|334119|541519|334418|,|Computer Systems Design Services|Computer and Software Stores|Custom Computer Programming Services|Other Computer Peripheral Equipment Manufacturing|Other Computer Related Services|Printed Circuit Assembly (Electronic Assembly) Manufacturing|
96027,325412,Pharmaceutical Preparation Manufacturing,|325412|,|Pharmaceutical Preparation Manufacturing|
319985,541910,Marketing Research and Public Opinion Polling,|541910|,|Marketing Research and Public Opinion Polling|
320568,561499,All Other Business Support Services,|541870|561499|511199|561990|511130|511140|522320|561439|,"|Advertising Material Distribution Services|All Other Business Support Services|All Other Publishers|All Other Support Services|Book Publishers|Database and Directory Publishers|Financial Transactions Processing, Reserve, and Clearinghouse Activities|Other Business Service Centers (including Copy Shops)|"
320636,237310,"Highway, Street, and Bridge Construction",|237310|237990|,"|Highway, Street, and Bridge Construction|Other Heavy and Civil Engineering Construction|"
323645,561520,Tour Operators,|561520|,|Tour Operators|
160314,481111,Scheduled Passenger Air Transportation,|481111|,|Scheduled Passenger Air Transportation|
266807,334413,Semiconductor and Related Device Manufacturing,|325199|325998|322221|325510|334413|326112|,|All Other Basic Organic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|Coated and Laminated Packaging Paper and Plastics Film Manufacturing|Paint and Coating Manufacturing|Semiconductor and Related Device Manufacturing|Unsupported Plastics Packaging Film and Sheet Manufacturing|
